sentiment,airline,text
neutral,Virgin America,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
negative,American,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???
negative,US Airways,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short
neutral,American,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere
negative,Southwest,"@SouthwestAir A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!"
negative,American,"@AmericanAir @united contact me, or do something to alleviate this terrible, terrible service. But no, your 22 year old social media guru"
negative,US Airways,@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?
neutral,United,@united I’m resending the confirmation code in a DM
positive,Delta,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
negative,Delta,@JetBlue well I'm glad I got up at 5 am so I can sit in an airport.  No place else I'd rather be (not)
negative,Southwest,@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter
negative,American,@AmericanAir I have not. There's no option for even getting a call back!
neutral,US Airways,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name"
negative,US Airways,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta
neutral,Delta,"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher."
negative,United,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
negative,Delta,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining
positive,Delta,@JetBlue thanks for answering my questions!
negative,US Airways,@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time
negative,American,@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all
positive,Southwest,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
negative,Southwest,@SouthwestAir don't ever tweet me again
neutral,US Airways,@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it
neutral,Delta,@JetBlue any chance you will by this summer?
negative,United,@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.
negative,United,"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours"
negative,US Airways,@USAirways half an inch of snow in Charlotte #overwhelming
negative,American,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in."
neutral,US Airways,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
negative,American,@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply
negative,United,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport
negative,American,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?
negative,American,"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad"
positive,Delta,@JetBlue Looking cool
negative,United,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam
negative,United,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada"
negative,United,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou"
negative,United,@united when a 2 hour flight turns into a 3:30 ordeal...sigh
negative,US Airways,@USAirways and it still says it's on time on your website btw
negative,American,@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm
positive,Delta,@JetBlue Start including PTO in your getaway packages and I'm all in
negative,United,"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well"""
negative,US Airways,@USAirways and despite tailwind… Will still be Late Flight.
negative,United,"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare"
negative,United,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!
negative,Southwest,"@SouthwestAir There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight."
positive,Southwest,@SouthwestAir... I love you. Air travel doesn't get easier.
positive,American,"@AmericanAir Thank you for the response, we got it resolved at the counter."
positive,US Airways,@USAirways Thank you!
negative,US Airways,@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here
negative,American,@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don't see it
negative,United,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
neutral,Delta,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP
negative,American,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
negative,United,@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
negative,US Airways,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.
negative,Delta,@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise
neutral,United,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch."
neutral,Southwest,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
negative,US Airways,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA
negative,American,@AmericanAir don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.
negative,US Airways,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
negative,United,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies
negative,Delta,@JetBlue i appreciate that. When i flew with you in January the check engine light came on right before take off. Now it is a computer.
negative,United,@united  they were empty upon takeoff. Why can't someone sit there?
positive,United,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service"
neutral,Southwest,@SouthwestAir greetings
positive,US Airways,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!
negative,United,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
positive,US Airways,@USAirways flying high thanks!
neutral,United,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?
neutral,Delta,RT @JetBlue: Our fleet's on fleek. http://t.co/826Pkiq5HI
negative,American,@AmericanAir stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline
negative,American,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help"
negative,Virgin America,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail
negative,United,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early
negative,United,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days
negative,Southwest,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight."
negative,Southwest,@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time
neutral,Southwest,@SouthwestAir OMG OMG OMG !!! I JUST DID!!
negative,Southwest,@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?
negative,Southwest,@SouthwestAir I've been on hold for 2 hours!  When will you answer??
negative,US Airways,@USAirways your service sucks.
negative,Southwest,@SouthwestAir if you guys fuck this up again  I will never forgive you
positive,Delta,"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI"
negative,US Airways,@USAirways I don't need to rebook I need to know the policy
negative,United,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants."
neutral,US Airways,"@USAirways is there an additional charge for a golf bag with clubs , shoes, and golf balls, if that's the only piece of luggage you check?"
negative,United,@united is ridiculous! UA6 delayed for 3.5 hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks
negative,American,@AmericanAir at some point u need to tell passengers what is going on. At Jfk waiting to get on flight it is a mess.
positive,Virgin America,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49
negative,US Airways,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed."
negative,Delta,"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?"
neutral,American,@AmericanAir  Yes I do bit you don't follow me so I can't DM you
neutral,American,@AmericanAir how we looking? We going to be able to get out on time? #flight353
negative,Southwest,"@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight"
positive,United,"@united it was very comfortable, now waiting for our luggage"
negative,United,"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?"
negative,US Airways,@USAirways : Premier provider of missed connections! #usairwaysfail
negative,US Airways,"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great."
neutral,US Airways,"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?"
neutral,United,@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today
positive,Delta,@JetBlue thank you!!
positive,American,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!"
negative,United,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag
negative,American,@AmericanAir  zoom in on the sauce and potatoes.  This stuff is vile.  And I mean vile. http://t.co/m2PHoavRxC
neutral,Virgin America,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
negative,Southwest,@SouthwestAir I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!
positive,Southwest,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?
positive,Southwest,@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday
negative,United,"@united @baldordash Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!"
negative,United,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService
negative,Delta,@JetBlue App still saying I can't DM you...
negative,US Airways,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
negative,American,@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn
negative,Delta,"It's on me, @JetBlue! That's not what you said last night, though... :("
positive,Delta,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat
neutral,Delta,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.
negative,United,@united mechanical delay occurred in Houston earlier today re: their flight to ORD
negative,American,@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.
negative,United,@united I flew back w other company since United didnt have an earlier flight
positive,United,"@united sweet, follow back and I'll get the dm off"
negative,United,@united still haven't received a response. Please direct message me for my contact information.
negative,Delta,@JetBlue my butt hurts.
negative,US Airways,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?"
negative,US Airways,"@USAirways my buddies are currently delayed 3.5 hours and counting in DCA on their ways to CAE for a golf week, any compensation? #FlyDelta"
negative,United,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
positive,American,@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-))
positive,American,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!
negative,Delta,.@JetBlue this is enough for me to stop flying JetBlue.
negative,US Airways,"@USAirways TRBL experience! 2 hrs on the Tarmac for an inch of snow IN PHL ""No hanger open"" &amp; ""a pile of snow""?  #terriblecommunication"
negative,Delta,@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue
negative,Southwest,@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.
negative,American,@AmericanAir highly disappointed in the baggage service with this merge with @USAirways you guys have lost our 1st bag and now missing items
negative,US Airways,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.
negative,US Airways,"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land."
positive,Virgin America,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.
neutral,Delta,@JetBlue Maybe I'll just go to Cleveland instead.
negative,US Airways,@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.
neutral,Delta,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”
negative,US Airways,@USAirways 1917. Still sitting here. Feels badly handled.
negative,American,@AmericanAir DFW GATE 16 to BMI agent seriously is beyond incompetent.  Never flying AA again if can be avoided #fail #pathetic
negative,American,@AmericanAir I still can't get through to change my flight. This is really important plz help!
negative,Southwest,@SouthwestAir thanks! I expected a wait... Just not that long. :)
negative,US Airways,@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?
negative,American,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!
neutral,United,@united hey I left my favorite blanket on the plane bring it back home to me:-(
negative,American,"@AmericanAir is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again."
negative,Southwest,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.
positive,Delta,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”
neutral,United,@united I6EP18
negative,United,@united stuck on Tarmac for the last hour. Can I have a beer?
negative,American,"@AmericanAir can lie to you about where your lost bag is, but we are suppose to trust them with our lives thousands of feet in the air..."
negative,Delta,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??
negative,Southwest,@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.
negative,United,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've
positive,Delta,@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know
negative,United,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY
negative,Delta,@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.
negative,Delta,@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
negative,United,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?"
neutral,US Airways,"@USAirways if you've got room on an earlier flight home, why charge me $75 to get on it? Be the hero!"
positive,Southwest,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!
negative,United,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable."
negative,US Airways,@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?
neutral,United,@united Will definitely do so. Sending a DM now.
negative,Southwest,@SouthwestAir have u seen any of the messages the past hour ?
negative,Virgin America,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?"
negative,US Airways,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!"
negative,United,"@united although, I am stranded in Chicago O'Hare for another 8 hours. Any chance your cracker-jack service team could provide a meal?"
neutral,Delta,@JetBlue Can you do me a huge favor?!🙏❤️
negative,Delta,"@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification"
negative,Southwest,"@SouthwestAir y airline I fly with, but haven't seen anything like this yet!"
positive,Southwest,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊
negative,US Airways,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?
negative,United,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?"
neutral,Southwest,"@SouthwestAir haha...yeah i did, just making a joke"
negative,United,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.
negative,United,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed
negative,United,@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..
positive,United,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!
neutral,Southwest,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68
negative,United,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time
positive,American,@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO
neutral,Southwest,@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??
negative,US Airways,@USAirways  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.
negative,US Airways,@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready
negative,Delta,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎
negative,American,"@AmericanAir @united getting us to where we need to be. This is not acceptable. Not to mention, Cancelled Flighting meetings/interviews for my client"
negative,United,"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M)."
neutral,Delta,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?
neutral,Southwest,"@SouthwestAir better travel photos:
My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:
http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF"
negative,US Airways,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic"
neutral,United,@united reinstating the kosher meals that were dropped shortly after the merger?
neutral,United,@united refund?
negative,United,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
positive,Southwest,@SouthwestAir really easy for locals to get down to the strip. book.
negative,American,@AmericanAir “Inconvenient” is such a convenient word.
neutral,Virgin America,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax
positive,Delta,@JetBlue oh definitely. I kind of only fly JetBlue.
negative,American,@AmericanAir another day another grievance with this airline. No customer service
neutral,Southwest,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.
negative,US Airways,@USAirways final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done
negative,American,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window."
positive,Delta,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing."
negative,United,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.
negative,American,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
negative,United,@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins)
negative,American,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg
negative,American,@AmericanAir Oh yea? That's it? C'mon buddy! Bring your special friend @united to the conversation - they seem to be doing NOTHING AT ALL
neutral,Delta,@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours
positive,Delta,@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT
neutral,United,"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first."
negative,Southwest,@SouthwestAir Gary Kelly should be ashamed of himself running a corporation in this way
positive,Delta,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!
negative,American,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting."
neutral,United,@united can you assign seats
negative,United,@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.
negative,US Airways,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
negative,United,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed"
negative,United,@united well if you don't want your customers to be frustrated compensate them appropriately when you screw up royally!! #fakesincerity
positive,Delta,@JetBlue lolol @s_myc88
positive,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood
negative,United,@united we are never going to get to out gate at this rate.
negative,Southwest,@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund
negative,Southwest,@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had
negative,American,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
neutral,United,@united that's of course in lax
negative,Southwest,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?
negative,Southwest,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?
negative,American,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer
negative,Delta,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
negative,US Airways,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo
negative,American,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
negative,Southwest,@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!
neutral,United,@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.
neutral,United,@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?
negative,United,@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies
negative,American,"@AmericanAir we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!"
positive,Southwest,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
negative,United,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.
negative,American,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
positive,Virgin America,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
negative,US Airways,"@USAirways, another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir"
negative,American,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?
negative,American,@AmericanAir between your airline and @united I've now spent three extra days traveling (DOMESTIC) and spent hundreds of dollars...
negative,Southwest,"@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx"
negative,Southwest,@SouthwestAir flight Cancelled Flightled out of BWI to PBI. Can't get out until Monday. What are the chances the seats open up for a flight on 2/22?
negative,Virgin America,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!
negative,United,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.
negative,US Airways,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications"
neutral,Virgin America,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu"
negative,Virgin America,@VirginAmerica Site down? #help
negative,US Airways,@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR
negative,US Airways,@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.
negative,United,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.
neutral,Southwest,@SouthwestAir How do I retroactively add previous flights/miles/points to current rapid rewards balance?
neutral,American,@AmericanAir um no just hanging out what’s new w you?
negative,Southwest,@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.
negative,US Airways,@USAirways hell is terrible gate agents. And a three hour wait at the gate.
neutral,Delta,@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2
negative,US Airways,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.
neutral,United,@united found the flight on @airfarewatchdog
neutral,Southwest,@SouthwestAir sure can! Just a second.
negative,Southwest,"@southwestair excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?"
negative,US Airways,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
neutral,Southwest,@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?
negative,American,@AmericanAir living in DFW.. Your Hub.. Hate having to fly to JFK to get to Ireland
positive,American,@AmericanAir thanks! Flight 2160 today. Great crew!
negative,Delta,@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option
neutral,United,@United are you able to see if there are seats open on another flight??
negative,US Airways,@USAirways Hmmm. Did the flight even really exist or did they just create it last night to get people off their backs? #usairsucks
negative,United,@united seriously. This is just complete bs.
neutral,Delta,"As soon as I can, sending my son home with you Saturday. @JetBlue"
negative,United,@united understanding the situation we waited and it was opened until 10:30pm
negative,US Airways,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?
neutral,US Airways,@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS
negative,American,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled."
positive,Southwest,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200"
negative,Delta,RT @JetBlue: Our fleet's on fleek. http://t.co/NfjAuW16vZ&lt;--....😕
negative,US Airways,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers"
negative,United,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks"
negative,Delta,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!"
neutral,Delta,@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr
negative,American,@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.
negative,US Airways,@USAirways they finally answered. They were rude and didn't help me at all.
positive,Delta,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
negative,American,@AmericanAir My flight 1389 from Las Vegas to DFW was Cancelled Flightled! I've been on hold forever and I still have not spoken to anyone! Pls Help
negative,US Airways,@USAirways i hate you
negative,US Airways,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
negative,US Airways,@USAirways 2nd plane forced to get off due to mech and wait for 3rd need housing and meals in STT need help b4 we arrive at STT please
negative,US Airways,@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel
negative,US Airways,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?
negative,US Airways,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.
positive,Southwest,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB"
